Corpus ID,Slug,Título,Macro tipo,Género,Año de recolección,Municipio o localidad,Departamento,Región provisional,Recolector,Tipo de fuente,Fuente bibliográfica ID,Autor de la fuente,Título de la fuente,Año de la fuente,URL de la fuente,Estado de derechos,Estado de privacidad,Estado de publicación,Alertas de calidad
CLTC-1489-L,en-todas-partes-se-cuecen-habas-cltc-1489-l,En todas partes se cuecen habas,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1490-L,en-envases-pequenos-vienen-las-esencias-finas-cltc-1490-l,En envases pequeños vienen las esencias finas,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1491-L,entrar-como-tornillo-y-no-como-clavo-cltc-1491-l,Entrar como tornillo y no como clavo,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1492-L,se-sabe-donde-pone-la-garza-cltc-1492-l,se sabe dónde pone la garza,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1493-L,este-huevo-quiere-sal-cltc-1493-l,Este huevo quiere sal,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1494-L,es-mejor-ser-martillo-que-yunque-cltc-1494-l,Es mejor ser martillo que yunque,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1495-L,eso-es-cantar-sin-abrir-la-boca-cltc-1495-l,Eso es cantar sin abrir la boca,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1496-L,eso-es-del-tiempo-del-ruido-cltc-1496-l,Eso es del tiempo del ruido,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1497-L,eso-es-del-tiempo-de-upa-cltc-1497-l,Eso es del tiempo de upa,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1498-L,eso-es-pedir-peras-al-olmo-cltc-1498-l,Eso es pedir peras al olmo,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1499-L,esta-creyendo-que-la-luna-es-pandequeso-cltc-1499-l,Está creyendo que la luna es pandequeso,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1500-L,estamos-moliendo-con-yeguas-cltc-1500-l,Estamos moliendo con yeguas,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1501-L,esta-pilando-por-el-afrecho-cltc-1501-l,Está pilando por el afrecho,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1502-L,excusa-no-pedida-es-acusacion-manifiesta-cltc-1502-l,Excusa no pedida es acusación manifiesta,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1503-L,extender-la-pierna-hasta-donde-alcance-la-cobija-cltc-1503-l,Extender la pierna hasta donde alcance la cobija,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1504-L,extenderse-como-verdolaga-en-playa-cltc-1504-l,Extenderse como verdolaga en playa,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1505-L,falta-de-noticias-buenas-noticias-cltc-1505-l,"Falta de noticias, buenas noticias",Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1506-L,feliz-el-que-consulta-oraculos-cltc-1506-l,Feliz el que consulta oráculos,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1947,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: sin coincidencia
CLTC-1507-L,fusilar-mientras-llega-la-orden-cltc-1507-l,Fusilar mientras llega la orden,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1508-L,gastar-polvora-en-gallinazos-cltc-1508-l,Gastar pólvora en gallinazos,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1509-L,gato-con-guantes-no-caza-ratones-cltc-1509-l,Gato con guantes no caza ratones,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1510-L,hablen-cartas-y-callen-barbas-cltc-1510-l,Hablen cartas y callen barbas,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1511-L,haceos-miel-y-os-comeran-las-moscas-cltc-1511-l,Haceos miel y os comerán las moscas,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1512-L,hacer-las-cuentas-del-tarro-de-leche-cltc-1512-l,Hacer las cuentas del tarro de leche,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1513-L,hazme-la-barba-hacerte-he-el-copete-cltc-1513-l,"Hazme la barba, hacerte he el copete",Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1514-L,hasta-verte-mi-buen-jesus-cltc-1514-l,Hasta verte... mi buen Jesús,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1515-L,hast-ay-culebras-bravas-cltc-1515-l,Hast'ay culebras bravas,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1516-L,hay-luz-en-la-poterna-cltc-1516-l,Hay luz en la poterna,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1517-L,hay-picaros-con-fortuna-cltc-1517-l,Hay pícaros con fortuna,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1518-L,hechos-no-palabras-cltc-1518-l,"Hechos, no palabras",Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1519-L,hijo-de-tigre-no-sale-pintado-cltc-1519-l,Hijo de tigre no sale pintado,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1520-L,hijos-crecidos-trabajos-llovidos-cltc-1520-l,"Hijos crecidos, trabajos llovidos",Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1521-L,ira-de-enamorados-amores-doblados-cltc-1521-l,"Ira de enamorados, amores doblados",Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1522-L,juntos-bajo-una-piedra-cltc-1522-l,"Juntos, bajo una piedra",Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1523-L,la-ambicion-rompe-el-saco-cltc-1523-l,La ambición rompe el saco,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1524-L,la-ausencia-es-causa-del-olvido-cltc-1524-l,La ausencia es causa del olvido,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1525-L,la-calle-del-despues-cltc-1525-l,La calle del después,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1526-L,la-espuma-honra-el-freno-cltc-1526-l,La espuma honra el freno,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1527-L,las-cosas-no-se-pierden-cltc-1527-l,Las cosas no se pierden,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1528-L,las-penas-comunicadas-suelen-ser-aliviadas-cltc-1528-l,Las penas comunicadas suelen ser aliviadas,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1529-L,la-excepcion-confirma-la-regla-cltc-1529-l,La excepción confirma la regla,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1530-L,la-ley-es-un-perro-que-no-muerde-cltc-1530-l,La ley es un perro que no muerde,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1531-L,la-misma-barca-atravesando-el-rio-cltc-1531-l,La misma barca atravesando el río,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1532-L,la-misma-jeringa-con-otro-bitoque-cltc-1532-l,La misma jeringa con otro bitoque,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1533-L,aunque-se-vista-de-seda-mona-se-queda-cltc-1533-l,"Aunque se vista de seda, mona se queda",Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1534-L,la-mujer-honrada-cltc-1534-l,La mujer honrada,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1535-L,la-olla-se-volvio-contra-el-alfarero-cltc-1535-l,La olla se volvió contra el alfarero,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1536-L,la-noche-se-hizo-para-dormir-cltc-1536-l,La noche se hizo para dormir,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1537-L,la-madre-de-todos-los-vicios-cltc-1537-l,La madre de todos los vicios,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1538-L,la-primera-y-la-segunda-mujer-cltc-1538-l,La primera y la segunda mujer,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1539-L,la-soga-revienta-por-lo-mas-delgado-cltc-1539-l,La soga revienta por lo más delgado,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1540-L,la-suerte-esta-echada-cltc-1540-l,La suerte está echada,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1541-L,la-tierra-negra-buen-pan-dara-cltc-1541-l,La tierra negra buen pan dará,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1542-L,la-unica-diligencia-perdida-es-la-que-no-se-hace-cltc-1542-l,La única diligencia perdida es la que no se hace,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1543-L,lo-barato-es-caro-cltc-1543-l,Lo barato es caro,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1544-L,las-penas-con-pan-son-menos-cltc-1544-l,Las penas con pan son menos,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1545-L,lo-demas-son-tortas-y-pan-pintado-cltc-1545-l,Lo demás son tortas y pan pintado,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1546-L,lo-exagerado-es-insignificante-cltc-1546-l,Lo exagerado es insignificante,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1547-L,lo-mal-habido-se-lo-lleva-el-diablo-cltc-1547-l,Lo mal habido se lo lleva el diablo,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
CLTC-1548-L,lo-mejor-de-los-dados-cltc-1548-l,Lo mejor de los dados,Lírica,Paremia,1948,,Varios departamentos,Varias regiones,Julio César García,Artículo de revista,,"García, Julio César",Contribución al refranero colombiano,1948,,Metadatos publicables; verificar derechos de reproducción del texto,Sin alerta automática; revisar el contexto de la fuente,"Publicar metadatos; habilitar texto solo con permiso, licencia o dominio público verificado",Falta localización; Fuente bibliográfica: coincidencia ambigua
